file,line,trigger,behavior,category,severity,impact
core/geology/geostatistical_modeling.py,615,Exception caught: Exception,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/geology/geostatistical_modeling.py,140,Exception caught: Exception,Assigns fallback: field = np.random.rand(*shape),IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/geology/geostatistical_modeling.py,256,Exception caught: Exception,"Assigns fallback: cat_field = np.random.rand(shape[0], shape[1])",IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/geology/geostatistical_modeling.py,334,Numerical bounds exceeded on field,"Clamped to [0, 1]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable field into artificial range
core/geology/geostatistical_modeling.py,388,Numerical bounds exceeded on normalized,"Clamped to [0, 1]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable normalized into artificial range
core/geology/geostatistical_modeling.py,75,Missing key 'anisotropy_ratio',Substituted default 1.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'anisotropy_ratio'=1.0
core/geology/geostatistical_modeling.py,76,Missing key 'anisotropy_angle',Substituted default 0.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'anisotropy_angle'=0.0
core/geology/geostatistical_modeling.py,159,Exception caught: ValueError,Assigns fallback: field = np.random.rand(*shape),IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/geology/geostatistical_modeling.py,561,Exception caught: ValueError,Assigns fallback: cat_field = np.random.rand(*shape),IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/geology/geostatistical_modeling.py,252,Exception caught: ValueError,Assigns fallback: cat_field = np.random.rand(*shape),IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/objectives/economic.py,11,Exception caught: ImportError,Returns fallback value: np.sum(values / (1 + rate) ** np.arange(len(values))),IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/objectives/economic.py,48,Missing key f'{time_resolution}_oil_stb',Substituted default np.array([0]),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter f'{time_resolution}_oil_stb'=np.array([0])
core/objectives/economic.py,49,Missing key f'{time_resolution}_co2_purchased_mscf',Substituted default np.array([0]),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter f'{time_resolution}_co2_purchased_mscf'=np.array([0])
core/objectives/economic.py,50,Missing key f'{time_resolution}_co2_recycled_mscf',Substituted default np.array([0]),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter f'{time_resolution}_co2_recycled_mscf'=np.array([0])
core/objectives/economic.py,132,"Exception caught: (TypeError, ValueError)",Assigns fallback: discount_rate = 0.1,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/objectives/economic.py,161,Missing key f'{time_resolution}_oil_stb',Substituted default np.array([0]),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter f'{time_resolution}_oil_stb'=np.array([0])
core/objectives/economic.py,162,Missing key f'{time_resolution}_co2_purchased_mscf',Substituted default np.array([0]),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter f'{time_resolution}_co2_purchased_mscf'=np.array([0])
core/objectives/economic.py,163,Missing key f'{time_resolution}_co2_recycled_mscf',Substituted default np.array([0]),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter f'{time_resolution}_co2_recycled_mscf'=np.array([0])
core/objectives/economic.py,72,"Exception caught: (TypeError, ValueError)",Assigns fallback: opex_val = 10.0,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/objectives/economic.py,121,"Exception caught: (TypeError, ValueError)",Assigns fallback: capex_val = 0.0,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/objectives/economic.py,182,"Exception caught: (TypeError, ValueError)",Assigns fallback: opex_val = 10.0,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/objectives/storage.py,44,"Exception caught: (TypeError, ValueError)",Assigns fallback: co2_density_val = 0.053,ARTIFICIAL RESULT-PRODUCING FALLBACK,CRITICAL,Alters simulation trajectory or suppresses state divergence
core/objectives/storage.py,49,"Exception caught: (TypeError, ValueError)",Assigns fallback: produced_co2_frac_val = 0.5,ARTIFICIAL RESULT-PRODUCING FALLBACK,CRITICAL,Alters simulation trajectory or suppresses state divergence
core/objectives/storage.py,32,Missing key f'{time_resolution}_co2_purchased_mscf',Substituted default np.array([0]),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter f'{time_resolution}_co2_purchased_mscf'=np.array([0])
core/objectives/storage.py,33,Missing key f'{time_resolution}_co2_recycled_mscf',Substituted default np.array([0]),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter f'{time_resolution}_co2_recycled_mscf'=np.array([0])
core/objectives/storage.py,34,Missing key f'{time_resolution}_co2_produced_mscf',Substituted default np.array([0]),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter f'{time_resolution}_co2_produced_mscf'=np.array([0])
core/objectives/storage.py,64,Numerical bounds exceeded on net_stored / total_injected,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable net_stored / total_injected into artificial range
core/objectives/storage.py,102,Numerical bounds exceeded on s_cont,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable s_cont into artificial range
core/objectives/wrapper.py,61,Missing key 'pressure',Substituted default profiles.get('reservoir_pressure'),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'pressure'=profiles.get('reservoir_pressure')
core/objectives/wrapper.py,131,Exception caught: Exception,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,26,Exception caught: ImportError,Returns fallback value: MockPreferences(),IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,43,Exception caught: ImportError,Assigns fallback: WellAnalysis = None,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,240,Exception caught: Exception,Assigns fallback: self.b_gas_rb_per_mscf = B_GAS_RB_PER_MSCF,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,276,Exception caught: ImportError,Assigns fallback: self.simulation_engine = None,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,280,Exception caught: Exception,Assigns fallback: self.simulation_engine = None,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,350,"Exception caught: (RuntimeError, AttributeError)","Returns fallback value: max(1, mp.cpu_count() - 1)",IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,371,"Exception caught: (RuntimeError, ValueError, ZeroDivisionError, ArithmeticError)",Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,451,Exception caught: Exception,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,1127,Exception caught: Exception,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,1573,Exception caught: Exception,Returns fallback value: FAILURE_PENALTY,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,2103,Exception caught: Exception,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,3715,Exception caught: Exception,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,405,Missing key 'PORO',Substituted default np.array([self.advanced_engine_params.default_porosity]),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'PORO'=np.array([self.advanced_engine_params.default_porosity])
core/optimisation_engine.py,638,Exception caught: ValueError,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,904,Exception caught: Exception,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,927,Exception caught: ValueError,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,1165,Missing key f'{resolution}_oil_stb',Substituted default np.array([]),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter f'{resolution}_oil_stb'=np.array([])
core/optimisation_engine.py,1520,Missing key 'pressure',Substituted default 0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'pressure'=0
core/optimisation_engine.py,1654,Missing key f'{time_res}_pressure',Substituted default np.array([]),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter f'{time_res}_pressure'=np.array([])
core/optimisation_engine.py,2910,"Exception caught: (OSError, IOError, ValueError)",Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,3590,"Exception caught: (ImportError, AttributeError)",Returns fallback value: None,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,3661,Exception caught: Exception,Silent suppression (pass),SCIENTIFICALLY DANGEROUS,HIGH,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,3931,Missing key 'pressure',Substituted default 0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'pressure'=0
core/optimisation_engine.py,3954,Missing key 'rate',Substituted default 0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'rate'=0
core/optimisation_engine.py,3975,Missing key 'porosity',Substituted default self.avg_porosity,IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'porosity'=self.avg_porosity
core/optimisation_engine.py,3981,Missing key 'permeability',Substituted default 100.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'permeability'=100.0
core/optimisation_engine.py,4040,Missing key 'rate',Substituted default self.eor_params.injection_rate,IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'rate'=self.eor_params.injection_rate
core/optimisation_engine.py,4235,Exception caught: Exception,Assigns fallback: all_well_results[well_name] = {'error': str(e)},IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,587,Exception caught: Exception,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,1178,Numerical bounds exceeded on impact_factor,"Clamped to [0.5, 1.2]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable impact_factor into artificial range
core/optimisation_engine.py,1314,Missing key 'co2_injection',"Substituted default profiles.get(f'{time_res}_co2_injected_mscf', [])",IMPLEMENTATION FALLBACK,MEDIUM,"Provides implicit physical parameter 'co2_injection'=profiles.get(f'{time_res}_co2_injected_mscf', [])"
core/optimisation_engine.py,1792,Numerical bounds exceeded on result,"Clamped to [MIN_OBJECTIVE_VALUE, MAX_OBJECTIVE_VALUE]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable result into artificial range
core/optimisation_engine.py,2165,Exception caught: Exception,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/optimisation_engine.py,1030,Missing key 'permeability',Substituted default 100.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'permeability'=100.0
core/optimisation_engine.py,1031,Missing key 'porosity',Substituted default 0.15,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'porosity'=0.15
core/optimisation_engine.py,1039,Missing key 'rate',"Substituted default all_params.get('injection_rate', 5000.0)",IMPLEMENTATION FALLBACK,MEDIUM,"Provides implicit physical parameter 'rate'=all_params.get('injection_rate', 5000.0)"
core/optimisation_engine.py,1064,Missing key 'oil_production_rate',Substituted default [],IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'oil_production_rate'=[]
core/optimisation_engine.py,1066,Missing key 'co2_injection',"Substituted default profiles.get('injection_profile', [])",IMPLEMENTATION FALLBACK,MEDIUM,"Provides implicit physical parameter 'co2_injection'=profiles.get('injection_profile', [])"
core/optimisation_engine.py,1070,Missing key 'co2_production_rate',"Substituted default profiles.get('co2_gas_profile', [])",IMPLEMENTATION FALLBACK,MEDIUM,"Provides implicit physical parameter 'co2_production_rate'=profiles.get('co2_gas_profile', [])"
core/optimisation_engine.py,1073,Missing key 'hydrocarbon_gas_production_rate',"Substituted default profiles.get('solution_gas_profile', [])",IMPLEMENTATION FALLBACK,MEDIUM,"Provides implicit physical parameter 'hydrocarbon_gas_production_rate'=profiles.get('solution_gas_profile', [])"
core/optimisation_engine.py,1076,Missing key 'water_production_rate',"Substituted default profiles.get('water_profile', [])",IMPLEMENTATION FALLBACK,MEDIUM,"Provides implicit physical parameter 'water_production_rate'=profiles.get('water_profile', [])"
core/optimisation_engine.py,1314,Missing key f'{time_res}_co2_injected_mscf',Substituted default [],IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter f'{time_res}_co2_injected_mscf'=[]
core/optimisation_engine.py,1931,Numerical bounds exceeded on round(float(sanitized['shut_in_mode'])),"Clamped to [0, 2]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable round(float(sanitized['shut_in_mode'])) into artificial range
core/optimisation_engine.py,1934,Numerical bounds exceeded on round(float(sanitized['allow_well_conversion'])),"Clamped to [0, 1]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable round(float(sanitized['allow_well_conversion'])) into artificial range
core/optimisation_engine.py,1940,Numerical bounds exceeded on round(float(sanitized['injection_scheme'])),"Clamped to [0, 4]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable round(float(sanitized['injection_scheme'])) into artificial range
core/optimisation_engine.py,527,Missing key 'PERMX',Substituted default np.array([self.advanced_engine_params.default_permeability]),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'PERMX'=np.array([self.advanced_engine_params.default_permeability])
core/optimisation_engine.py,924,Missing key f'{self.operational_params.time_resolution}_oil_stb',Substituted default 0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter f'{self.operational_params.time_resolution}_oil_stb'=0
core/optimisation_engine.py,1039,Missing key 'injection_rate',Substituted default 5000.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'injection_rate'=5000.0
core/optimisation_engine.py,1066,Missing key 'injection_profile',Substituted default [],IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'injection_profile'=[]
core/optimisation_engine.py,1073,Missing key 'solution_gas_profile',Substituted default [],IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'solution_gas_profile'=[]
core/optimisation_engine.py,1616,Missing key co2_inj_key,Substituted default np.array([]),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter co2_inj_key=np.array([])
core/optimisation_engine.py,4147,Missing key 'discount_rate',Substituted default 0.1,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'discount_rate'=0.1
core/optimisation_engine.py,4153,Missing key 'pressure',Substituted default 2000,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'pressure'=2000
core/optimisation_engine.py,4154,Missing key 'rate',Substituted default 5000,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'rate'=5000
core/optimisation_engine.py,4179,Missing key 'sor',Substituted default 0.3,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'sor'=0.3
core/optimisation_engine.py,1374,Missing key 'max_sandface_pressure_psi',Substituted default 0.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'max_sandface_pressure_psi'=0.0
core/optimisation_engine.py,1618,Missing key 'co2_injection_mscf',Substituted default np.array([]),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'co2_injection_mscf'=np.array([])
core/optimisation_engine.py,1620,Missing key 'co2_injection',Substituted default np.array([]),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'co2_injection'=np.array([])
core/optimisation_engine.py,3001,Numerical bounds exceeded on value,"Clamped to [min_val, max_val]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable value into artificial range
core/plotting_manager.py,620,Exception caught: ImportError,Returns fallback value: go.Figure().update_layout(title_text='Breakthrough visualization not available'),IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/plotting_manager.py,644,Exception caught: ImportError,Returns fallback value: go.Figure().update_layout(title_text='Fault mechanics visualization not available'),IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/plotting_manager.py,666,Exception caught: ImportError,Returns fallback value: go.Figure().update_layout(title_text='Scenario comparison visualization not available'),IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/plotting_manager.py,688,Exception caught: ImportError,Returns fallback value: go.Figure().update_layout(title_text='Fault effect analysis visualization not available'),IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/plotting_manager.py,1631,Exception caught: ImportError,Returns fallback value: go.Figure().update_layout(title_text='Recovery models not available'),IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/plotting_manager.py,1746,Exception caught: Exception,Returns fallback value: go.Figure(),IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/plotting_manager.py,1054,Exception caught: Exception,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/plotting_manager.py,1060,Missing key 'injection_scheme',"Substituted default getattr(eor_params, 'injection_scheme', 'unknown')",IMPLEMENTATION FALLBACK,MEDIUM,"Provides implicit physical parameter 'injection_scheme'=getattr(eor_params, 'injection_scheme', 'unknown')"
core/plotting_manager.py,418,Exception caught: Exception,Silent suppression (pass),SCIENTIFICALLY DANGEROUS,HIGH,Alters simulation trajectory or suppresses state divergence
core/plotting_manager.py,496,Missing key 'total_injected_tonne',Substituted default 0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'total_injected_tonne'=0
core/plotting_manager.py,518,Missing key f'{resolution}_co2_injected_mscf',Substituted default 0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter f'{resolution}_co2_injected_mscf'=0
core/plotting_manager.py,519,Missing key f'{resolution}_co2_produced_mscf',Substituted default 0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter f'{resolution}_co2_produced_mscf'=0
core/plotting_manager.py,1087,Missing key 'rate_mscfd',Substituted default 0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'rate_mscfd'=0
core/plotting_manager.py,1094,Missing key 'rate_mscfd',Substituted default 0.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'rate_mscfd'=0.0
core/plotting_manager.py,1540,Numerical bounds exceeded on norm_val,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable norm_val into artificial range
core/plotting_manager.py,1715,Missing key 'PERMX',Substituted default [100.0],IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'PERMX'=[100.0]
deprecated/core/engine_surrogate/feature_transformer.py,20,Exception caught: ImportError,Assigns fallback: SKLEARN_AVAILABLE = False,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
deprecated/core/engine_surrogate/model_factory.py,152,Missing key 'surface_type',Substituted default 'polynomial',IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'surface_type'='polynomial'
deprecated/core/engine_surrogate/response_surfaces.py,22,Exception caught: ImportError,Assigns fallback: SCIPY_AVAILABLE = False,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
deprecated/core/engine_surrogate/training_data.py,20,Exception caught: ImportError,Assigns fallback: SCIPY_AVAILABLE = False,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
deprecated/core/engine_surrogate/training_data.py,133,Exception caught: Exception,Returns fallback value: self.generate_random_samples(n_samples),IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
deprecated/core/geology/geology_engine.py,47,Numerical bounds exceeded on enhanced_efficiency,"Clamped to [0.1, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable enhanced_efficiency into artificial range
deprecated/core/geology/geology_engine.py,83,Numerical bounds exceeded on heterogeneity_penalty,"Clamped to [0.7, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable heterogeneity_penalty into artificial range
deprecated/core/geology/geology_engine.py,127,Numerical bounds exceeded on factor,"Clamped to [0.5, 1.5]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable factor into artificial range
deprecated/core/simulation/profile_generator.py,22,Exception caught: ImportError,Assigns fallback: PhysicsEngine = None,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
deprecated/core/simulation/profile_generator.py,78,Exception caught: Exception,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
deprecated/core/simulation/profile_generator.py,297,Exception caught: Exception,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
deprecated/core/simulation/profile_generator.py,307,Exception caught: Exception,Assigns fallback: stb_per_mscf = 1000 / 5.615,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
deprecated/core/simulation/recovery_models.py,28,Exception caught: ImportError,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
deprecated/core/simulation/recovery_models.py,801,"Exception caught: (TypeError, ValueError, KeyError)",Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
deprecated/core/simulation/recovery_models.py,107,Numerical bounds exceeded on s_gas / s_total,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable s_gas / s_total into artificial range
deprecated/core/simulation/recovery_models.py,204,Numerical bounds exceeded on sigma,"Clamped to [0.0, sigma_0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable sigma into artificial range
deprecated/core/simulation/recovery_models.py,236,Numerical bounds exceeded on nc,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable nc into artificial range
deprecated/core/simulation/recovery_models.py,262,Numerical bounds exceeded on sor_star,"Clamped to [0.0, sor_base]",SCIENTIFICALLY QUESTIONABLE,MEDIUM,Forces physical variable sor_star into artificial range
deprecated/core/simulation/recovery_models.py,299,Numerical bounds exceeded on alpha_base,"Clamped to [0.5, 1.5]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable alpha_base into artificial range
deprecated/core/simulation/recovery_models.py,316,Numerical bounds exceeded on p_mmp_ratio,"Clamped to [0.0, 2.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable p_mmp_ratio into artificial range
deprecated/core/simulation/recovery_models.py,317,Numerical bounds exceeded on c7_plus_fraction,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable c7_plus_fraction into artificial range
deprecated/core/simulation/recovery_models.py,365,Numerical bounds exceeded on rf,"Clamped to [0.0, self.max_rf_cap]",ARTIFICIAL RESULT-PRODUCING FALLBACK,HIGH,Forces physical variable rf into artificial range
deprecated/core/simulation/recovery_models.py,593,Numerical bounds exceeded on v_dp,"Clamped to [0.0, 0.999]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable v_dp into artificial range
deprecated/core/simulation/recovery_models.py,612,"Exception caught: (RuntimeError, ValueError, ArithmeticError)",Assigns fallback: c = 0.5 + 0.05 * np.log(mobility_ratio) if mobility_ratio > 1 else 0.5,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
deprecated/core/simulation/recovery_models.py,624,Missing key 'soi',Substituted default 0.8,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'soi'=0.8
deprecated/core/simulation/recovery_models.py,625,Missing key 'sor',Substituted default 0.25,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'sor'=0.25
deprecated/core/simulation/recovery_models.py,641,"Numerical bounds exceeded on kwargs.get('v_dp', 0.5)","Clamped to [0.0, 0.9999]",LEGITIMATE NUMERICAL SAFETY,LOW,"Forces physical variable kwargs.get('v_dp', 0.5) into artificial range"
deprecated/core/simulation/recovery_models.py,688,Missing key 'mmp',Substituted default 2000.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'mmp'=2000.0
deprecated/core/simulation/recovery_models.py,689,Missing key 'pressure',Substituted default 0.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'pressure'=0.0
deprecated/core/simulation/recovery_models.py,79,Numerical bounds exceeded on omega,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable omega into artificial range
deprecated/core/simulation/recovery_models.py,112,Numerical bounds exceeded on mu_m,"Clamped to [EPSILON, 1000000.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable mu_m into artificial range
deprecated/core/simulation/recovery_models.py,137,Numerical bounds exceeded on mu_oe,"Clamped to [EPSILON, 1000000.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable mu_oe into artificial range
deprecated/core/simulation/recovery_models.py,153,Numerical bounds exceeded on mu_ge,"Clamped to [EPSILON, 1000000.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable mu_ge into artificial range
deprecated/core/simulation/recovery_models.py,415,"Numerical bounds exceeded on p.get('v_dp', 0.6)","Clamped to [0.0, 0.9999]",LEGITIMATE NUMERICAL SAFETY,LOW,"Forces physical variable p.get('v_dp', 0.6) into artificial range"
deprecated/core/simulation/recovery_models.py,416,"Numerical bounds exceeded on p.get('s_wi', p.get('connate_water_saturation', 0.25))","Clamped to [0.0, 0.8]",SCIENTIFICALLY QUESTIONABLE,MEDIUM,"Forces physical variable p.get('s_wi', p.get('connate_water_saturation', 0.25)) into artificial range"
deprecated/core/simulation/recovery_models.py,418,Missing key 'viscosity_inj',"Substituted default p.get('co2_viscosity', p.get('mu_co2', 0.05))",IMPLEMENTATION FALLBACK,MEDIUM,"Provides implicit physical parameter 'viscosity_inj'=p.get('co2_viscosity', p.get('mu_co2', 0.05))"
deprecated/core/simulation/recovery_models.py,444,Numerical bounds exceeded on rf_mis,"Clamped to [0.0, 1.0]",ARTIFICIAL RESULT-PRODUCING FALLBACK,HIGH,Forces physical variable rf_mis into artificial range
